danceability,duration_ms,energy,genre,loudness,tempo
0.7,377347,0.639,house,-3.346,127.993
0.773,199387,0.813,house,-4.609,127.931
0.451,302840,0.9309999999999999,house,-3.8710000000000004,122.961
0.745,337501,0.855,house,-5.5120000000000005,128.006
0.534,211933,0.9840000000000001,house,-4.535,129.967
0.8220000000000001,345173,0.7040000000000001,house,-8.242,125.999
0.594,279866,0.765,house,-5.466,128.011
0.802,159107,0.621,house,-5.763,128.046
0.7140000000000001,206120,0.9520000000000001,house,-3.622,127.008
0.614,170625,0.972,house,-3.927,127.96600000000001
0.787,203453,0.889,house,-4.125,110.038
0.925,183559,0.797,house,-5.546,128.00799999999998
0.545,232510,0.9279999999999999,house,-3.358,127.985
0.857,244973,0.517,house,-6.972,129.063
0.732,210000,0.9890000000000001,house,-4.172,127.984
0.746,303760,0.978,house,-4.338,127.993
0.327,251670,0.9329999999999999,house,-4.981,173.92
0.649,214042,0.706,house,-7.209,128.032
0.545,267867,0.675,house,-6.468,124.973
0.7829999999999999,259040,0.9990000000000001,house,-1.876,145.02
0.7959999999999999,350595,0.833,house,-5.544,125.999
0.611,189427,0.629,house,-5.8,127.964
0.79,474492,0.9540000000000001,house,-5.516,128.01
0.62,187427,0.87,house,-6.52,130.079
0.753,322693,0.45299999999999996,house,-5.872999999999999,127.95
0.638,345000,0.98,house,-2.89,127.99799999999999
0.456,295781,0.905,house,-1.405,128.078
0.51,214773,0.823,house,-3.156,129.938
0.696,403810,0.652,house,-6.8260000000000005,125.98100000000001
0.5529999999999999,238853,0.789,house,-4.584,124.93700000000001
0.665,240347,0.8859999999999999,house,-4.175,128.062
0.7559999999999999,268935,0.821,house,-7.4639999999999995,124.022
0.742,425760,0.5589999999999999,house,-6.501,128.013
0.795,285480,0.711,house,-3.613,130.013
0.8859999999999999,347075,0.6940000000000001,house,-5.656000000000001,127.98899999999999
0.606,169427,0.847,house,-5.96,126.257
0.862,263053,0.503,house,-7.702999999999999,119.99799999999999
0.691,386250,0.7659999999999999,house,-3.3,127.98700000000001
0.79,284413,0.616,house,-7.443,130.009
0.617,343588,0.9309999999999999,house,-5.206,130.047
0.562,382515,0.825,house,-6.221,128.02700000000002
0.769,307500,0.8370000000000001,house,-3.978,127.988
0.307,199827,0.8859999999999999,house,-3.4330000000000003,128.084
0.589,394333,0.966,house,-3.13,127.986
0.436,400347,0.72,house,-5.106,126.01899999999999
0.777,244174,0.71,house,-5.694,109.029
0.6659999999999999,248727,0.93,house,-3.826,110.01799999999999
0.653,405493,0.9329999999999999,house,-6.362,117.57600000000001
0.446,266600,0.757,house,-5.1770000000000005,102.88
0.669,227280,0.855,house,-3.035,120.045
0.723,353814,0.387,house,-12.039000000000001,111.98
0.682,340861,0.746,house,-4.578,128.09
0.899,299067,0.72,house,-5.244,128.005
0.698,270135,0.88,house,-6.013999999999999,124.008
0.523,280947,0.804,house,-3.609,129.035
0.511,201120,0.8109999999999999,house,-2.526,125.962
0.7929999999999999,224533,0.882,house,-3.763,127.984
0.799,208147,0.634,house,-7.899,119.96700000000001
0.622,219253,0.735,house,-7.537999999999999,126.979
0.738,311080,0.953,house,-2.622,127.99700000000001
0.632,273095,0.637,house,-6.138,129.0
0.7,230067,0.9420000000000001,house,-1.7919999999999998,130.018
0.883,166849,0.8170000000000001,house,-5.414,128.078
0.736,307578,0.8190000000000001,house,-5.043,127.988
0.626,229173,0.968,house,-6.013999999999999,128.969
0.652,192693,0.7829999999999999,house,-4.829,117.95200000000001
0.703,177429,0.684,house,-6.914,127.978
0.693,239253,0.675,house,-8.496,140.04399999999998
0.37799999999999995,250627,0.638,house,-5.5760000000000005,184.08599999999998
0.7909999999999999,230500,0.32899999999999996,house,-12.905999999999999,127.021
0.466,197840,0.862,house,-5.515,128.032
0.741,401429,0.934,house,-2.469,128.039
0.653,202880,0.612,house,-5.608,130.091
0.67,209533,0.9390000000000001,house,-2.06,127.946
0.6559999999999999,365625,0.8220000000000001,house,-7.335,127.99700000000001
0.596,301987,0.9209999999999999,house,-2.5,139.969
0.602,222307,0.691,house,-5.197,127.96700000000001
0.605,211880,0.8,house,-6.235,128.07399999999998
0.7340000000000001,392893,0.912,house,-5.115,126.007
0.649,539582,0.49200000000000005,house,-10.206,126.014
0.41600000000000004,258293,0.848,house,-4.688,127.905
0.747,356600,0.501,house,-6.757999999999999,127.995
0.556,198133,0.885,house,-4.045,125.99700000000001
0.6920000000000001,373987,0.773,house,-3.739,139.989
0.524,179880,0.8140000000000001,house,-8.225,127.961
0.701,340268,0.884,house,-7.337999999999999,120.00200000000001
0.5539999999999999,410080,0.905,house,-2.52,127.021
0.376,269040,0.809,house,-3.905,121.887
0.644,301373,0.664,house,-8.398,124.726
0.513,303911,0.775,house,-7.202000000000001,139.93200000000002
0.434,299375,0.9620000000000001,house,-2.89,128.162
0.61,231573,0.9059999999999999,house,-2.117,127.917
0.961,634668,0.564,house,-7.867999999999999,127.975
0.716,240133,0.8140000000000001,house,-5.102,128.1
0.752,195960,0.88,house,-4.121,123.848
0.621,354320,0.9390000000000001,house,-4.1739999999999995,128.0
0.632,349507,0.83,house,-5.193,128.013
0.61,369643,0.848,house,-4.4430000000000005,126.02
0.882,353770,0.6579999999999999,house,-8.746,128.009
0.584,419646,0.9490000000000001,house,-4.415,126.979
0.55,207907,0.92,house,-3.53,126.99799999999999
0.603,224507,0.861,house,-3.565,127.962
0.7070000000000001,313613,0.894,house,-4.588,129.084
0.8540000000000001,472493,0.94,house,-4.68,125.995
0.768,235853,0.738,house,-3.017,125.928
0.6659999999999999,222160,0.878,house,-2.85,119.932
0.713,210653,0.8170000000000001,house,-3.483,129.994
0.541,274600,0.856,house,-3.966,153.066
0.645,332289,0.85,house,-5.952000000000001,127.99700000000001
0.6609999999999999,447701,0.895,house,-4.401,130.02200000000002
0.545,217493,0.7759999999999999,house,-4.238,128.0
0.8490000000000001,324896,0.507,house,-8.763,107.98200000000001
0.6579999999999999,363320,0.971,house,-4.038,127.00200000000001
0.493,184508,0.992,house,-3.945,125.993
0.5539999999999999,405000,0.9179999999999999,house,-5.131,128.015
0.5770000000000001,163125,0.9520000000000001,house,-4.939,127.985
0.597,264093,0.8390000000000001,house,-3.946,129.942
0.737,368476,0.614,house,-6.001,127.98700000000001
0.778,468750,0.7979999999999999,house,-7.636,127.985
0.7290000000000001,246295,0.486,house,-6.278,128.015
0.635,317173,0.858,house,-5.48,127.984
0.586,282467,0.902,house,-7.872999999999999,133.997
0.725,192667,0.879,house,-3.3360000000000003,128.03
0.6559999999999999,364933,0.943,house,-5.435,124.975
0.55,184373,0.919,house,-3.431,126.065
0.568,203810,0.878,house,-3.156,125.96700000000001
0.667,235861,0.9490000000000001,house,-3.228,127.95299999999999
0.77,391686,0.895,house,-8.102,120.986
0.648,181973,0.9359999999999999,house,-4.99,125.024
0.5539999999999999,227115,0.875,house,-4.573,126.007
0.7509999999999999,455625,0.489,house,-5.321000000000001,127.99700000000001
0.88,326888,0.821,house,-2.545,127.90700000000001
0.687,346600,0.5589999999999999,house,-7.379,125.0
0.366,389024,0.5720000000000001,house,-4.748,119.93799999999999
0.594,227973,0.841,house,-5.792000000000001,129.925
0.569,148387,0.785,house,-4.0569999999999995,128.031
0.5770000000000001,282813,0.38799999999999996,house,-6.861000000000001,149.964
0.545,255093,0.78,house,-4.867,125.014
0.485,240289,0.915,house,-3.469,126.027
0.629,309867,0.987,house,-3.8089999999999997,145.102
0.7609999999999999,311445,0.7909999999999999,house,-3.5869999999999997,127.96
0.823,222133,0.826,house,-2.055,127.99600000000001
0.682,371260,0.6920000000000001,house,-4.302,128.011
0.46,163853,0.943,house,-3.74,128.01
0.69,257040,0.898,house,-4.976,127.963
0.821,213187,0.6759999999999999,house,-6.3660000000000005,119.012
0.672,249853,0.968,house,-3.3710000000000004,125.98299999999999
0.557,203423,0.9109999999999999,house,-5.735,127.984
0.848,203373,0.763,house,-7.485,126.012
0.5529999999999999,225200,0.674,house,-6.057,183.916
0.695,239213,0.7440000000000001,house,-6.686,124.97
0.568,281250,0.943,house,-3.4010000000000002,128.012
0.691,359449,0.5,house,-7.287000000000001,127.029
0.596,397617,0.8140000000000001,house,-4.957,127.976
0.596,313463,0.927,house,-3.8760000000000003,128.017
0.594,209987,0.961,house,-5.443,113.126
0.586,188200,0.853,house,-2.798,128.054
0.575,245814,0.847,house,-4.687,129.004
0.927,271875,0.838,house,-2.379,127.979
0.38799999999999996,218800,0.8809999999999999,house,-2.9589999999999996,124.73
0.7859999999999999,442849,0.872,house,-5.406000000000001,126.0
0.738,383893,0.607,house,-3.9330000000000003,131.983
0.5539999999999999,204693,0.799,house,-6.3389999999999995,127.95200000000001
0.594,348867,0.95,house,-3.737,128.011
0.589,376992,0.935,house,-5.367999999999999,128.001
0.562,240000,0.882,house,-4.356,125.985
0.507,246770,0.951,house,-3.71,140.077
0.616,190185,0.43200000000000005,house,-9.546,169.55599999999998
0.713,379387,0.72,house,-5.388999999999999,128.013
0.72,230147,0.722,house,-5.728,127.98899999999999
0.594,185547,0.943,house,-6.068,130.032
0.7509999999999999,416800,0.611,house,-8.25,128.003
0.519,196786,0.7170000000000001,house,-5.135,125.07799999999999
0.649,225000,0.8029999999999999,house,-6.877999999999999,127.976
0.726,362824,0.6990000000000001,house,-5.454,126.961
0.489,262510,0.885,house,-4.8919999999999995,128.01
0.773,397700,0.5760000000000001,house,-5.742000000000001,127.978
0.727,219493,0.938,house,-2.872,132.077
0.586,298402,0.836,house,-6.067,109.932
0.8009999999999999,426547,0.833,house,-5.976,127.98700000000001
0.6409999999999999,258343,0.922,house,-4.457,146.078
0.7190000000000001,302002,0.8,house,-5.472,128.029
0.624,332435,0.821,house,-6.444,128.005
0.6709999999999999,408747,0.6709999999999999,house,-4.328,128.015
0.7070000000000001,199480,0.861,house,-4.225,130.02100000000002
0.601,318794,0.785,house,-4.761,127.98100000000001
0.718,414579,0.616,house,-7.6,128.016
0.41600000000000004,205440,0.8490000000000001,house,-4.909,125.098
0.546,187969,0.8909999999999999,house,-5.524,128.032
0.541,361740,0.8540000000000001,house,-7.54,125.021
0.7290000000000001,362027,0.6920000000000001,house,-5.13,128.00799999999998
0.6809999999999999,174853,0.835,house,-5.705,124.04700000000001
0.6579999999999999,237680,0.93,house,-2.912,104.01799999999999
0.583,212121,0.792,house,-4.816,127.978
0.539,431453,0.8390000000000001,house,-3.673,127.99
0.6729999999999999,189500,0.7070000000000001,house,-5.402,127.97
0.75,349622,0.857,house,-6.093,127.008
0.664,421438,0.887,house,-5.644,128.977
0.632,465200,0.858,house,-8.28,126.015
0.789,280040,0.604,house,-6.093,127.999
0.8059999999999999,323440,0.723,house,-5.399,127.98899999999999
0.6559999999999999,193659,0.9079999999999999,house,-3.195,144.97799999999998
0.687,429493,0.794,house,-7.08,127.98899999999999
0.674,399013,0.6779999999999999,house,-8.452,199.97
0.607,257840,0.835,house,-3.9389999999999996,132.998
0.6729999999999999,393984,0.9490000000000001,house,-5.013,127.988
0.74,316080,0.7879999999999999,house,-6.841,131.996
0.762,193093,0.618,house,-5.032,127.89
0.863,272126,0.722,house,-6.917000000000001,127.021
0.377,267800,0.9309999999999999,house,-4.758,173.995
0.7509999999999999,348903,0.625,house,-8.321,126.99700000000001
0.695,234507,0.8690000000000001,house,-5.066,124.98899999999999
0.604,386250,0.862,house,-3.6510000000000002,127.994
0.9159999999999999,354373,0.375,house,-6.082999999999999,128.032
0.8,395721,0.78,house,-5.346,129.988
0.7809999999999999,175040,0.7040000000000001,house,-7.276,124.98899999999999
0.645,470375,0.922,house,-7.837999999999999,192.035
0.8809999999999999,266250,0.7190000000000001,house,-3.675,127.984
0.537,199507,0.662,house,-4.723,128.086
0.625,299113,0.973,house,-2.6910000000000003,130.00799999999998
0.736,170059,0.759,house,-7.066,128.039
0.536,272078,0.9440000000000001,house,-3.029,174.03099999999998
0.51,185625,0.831,house,-4.513999999999999,128.025
0.7929999999999999,450288,0.76,house,-7.121,128.01
0.649,323107,0.7909999999999999,house,-3.589,130.009
0.47100000000000003,418573,0.845,house,-7.212999999999999,128.02200000000002
0.551,182400,0.927,house,-3.202,128.0
0.8009999999999999,371159,0.5,house,-6.412000000000001,128.047
0.903,332696,0.45,house,-9.926,127.946
0.662,380947,0.5710000000000001,house,-7.4910000000000005,127.99799999999999
0.6970000000000001,216440,0.807,house,-3.049,127.01
0.613,316535,0.968,house,-4.021,126.986
0.705,330693,0.611,house,-6.773,127.995
0.7759999999999999,405627,0.6679999999999999,house,-11.847999999999999,117.00399999999999
0.539,232027,0.882,house,-3.8110000000000004,127.944
0.5710000000000001,160267,0.871,house,-5.938,128.062
0.532,227107,0.8140000000000001,house,-2.5069999999999997,128.02200000000002
0.723,345520,0.892,house,-2.405,127.99799999999999
0.612,399523,0.825,house,-6.261,125.943
0.606,169760,0.993,house,-2.509,128.012
0.691,184762,0.8690000000000001,house,-4.428,126.012
0.7659999999999999,359658,0.955,house,-2.972,128.002
0.76,189399,0.8859999999999999,house,-5.356,123.00200000000001
0.6679999999999999,303750,0.889,house,-3.7110000000000003,127.96799999999999
0.8,145773,0.9620000000000001,house,-2.029,126.00299999999999
0.684,347347,0.929,house,-4.6530000000000005,127.96799999999999
0.7909999999999999,549000,0.674,house,-10.835,128.013
0.69,393731,0.7909999999999999,house,-6.854,127.99
0.871,308011,0.531,house,-9.373,123.978
0.78,371000,0.763,house,-3.908,128.018
0.69,397513,0.531,house,-5.345,127.973
0.629,243754,0.929,house,-3.745,126.00299999999999
0.527,209867,0.746,house,-4.067,125.90700000000001
0.7140000000000001,155337,0.905,house,-2.6630000000000003,125.927
0.715,367505,0.941,house,-5.4879999999999995,127.99600000000001
0.82,399310,0.568,house,-9.495,115.988
0.625,217507,0.816,house,-4.103,128.032
0.848,167853,0.823,house,-3.592,126.01
0.575,238133,0.9490000000000001,house,-3.635,127.927
0.66,249813,0.843,house,-1.383,126.031
0.754,426113,0.8109999999999999,house,-5.053,127.00399999999999
0.629,270000,0.807,house,-4.28,128.013
0.616,234693,0.862,house,-5.18,127.992
0.8140000000000001,226413,0.73,house,-8.876,123.494
0.61,452907,0.82,house,-10.029,127.993
0.7390000000000001,221973,0.705,house,-5.797000000000001,128.026
0.384,198750,0.8859999999999999,house,-6.349,127.993
0.748,243749,0.622,house,-4.055,128.043
0.6859999999999999,393746,0.674,house,-7.693,127.979
0.732,404281,0.937,house,-2.803,128.02200000000002
0.47200000000000003,279375,0.8290000000000001,house,-5.073,127.95299999999999
0.603,432973,0.998,house,-3.342,126.01299999999999
0.887,469600,0.713,house,-8.875,126.98200000000001
0.85,370468,0.483,house,-7.02,128.00799999999998
0.7040000000000001,199680,0.7929999999999999,house,-2.266,127.96
0.684,360000,0.81,house,-7.917999999999999,128.004
0.473,196664,0.794,house,-5.151,139.313
0.414,188093,0.905,house,-5.955,129.02
0.826,259093,0.436,house,-9.583,119.051
0.6,203973,0.877,house,-4.351,133.998
0.5660000000000001,373125,0.728,house,-8.155,127.986
0.5539999999999999,382500,0.93,house,-5.364,128.026
0.741,366376,0.755,house,-5.68,127.977
0.659,309133,0.953,house,-4.159,128.002
0.653,263890,0.8290000000000001,house,-4.783,124.98899999999999
0.6459999999999999,170920,0.833,house,-4.882,128.02
0.439,453867,0.9420000000000001,house,-5.747000000000001,127.97399999999999
0.535,211277,0.88,house,-4.677,128.001
0.647,350795,0.9390000000000001,house,-4.013999999999999,126.009
0.439,203280,0.83,house,-4.482,130.01
0.645,215672,0.589,house,-6.131,131.899
0.812,284280,0.516,house,-6.962999999999999,127.49799999999999
0.485,220240,0.6409999999999999,house,-8.728,188.03
0.63,247853,0.816,house,-6.535,128.012
0.623,232616,0.882,house,-2.574,127.98
0.606,251613,0.72,house,-6.252999999999999,127.986
0.78,221236,0.938,house,-4.034,127.0
0.648,204094,0.7909999999999999,house,-6.044,126.916
0.835,358161,0.633,house,-8.905,125.0
0.7909999999999999,209231,0.684,house,-7.3839999999999995,129.999
0.8140000000000001,303760,0.813,house,-6.343999999999999,128.012
0.552,204360,0.831,house,-5.2170000000000005,129.889
0.488,219819,0.917,house,-2.83,127.999
0.539,174399,0.955,house,-3.055,129.94899999999998
0.569,208773,0.909,house,-6.386,127.992
0.76,186840,0.49700000000000005,house,-7.242999999999999,125.959
0.6809999999999999,214148,0.7090000000000001,house,-6.4879999999999995,127.44
0.736,258387,0.68,house,-7.0360000000000005,120.995
0.627,149515,0.9570000000000001,house,-4.923,127.985
0.5870000000000001,211973,0.7170000000000001,house,-6.097,130.98
0.6679999999999999,229507,0.758,house,-3.589,135.958
0.642,385520,0.81,house,-7.221,126.992
0.6679999999999999,369395,0.628,house,-4.637,129.989
0.93,357877,0.6409999999999999,house,-3.719,127.994
0.6970000000000001,375187,0.948,house,-2.142,127.986
0.5329999999999999,213929,0.9129999999999999,house,-4.041,128.02200000000002
0.5379999999999999,185787,0.7190000000000001,house,-6.031000000000001,130.05
0.8740000000000001,362000,0.727,house,-3.613,127.999
0.7879999999999999,219333,0.8590000000000001,house,-5.542000000000001,140.02700000000002
0.7979999999999999,300234,0.927,house,-2.27,127.959
0.9490000000000001,315507,0.46,house,-5.933,128.006
0.397,213750,0.6970000000000001,house,-7.46,191.015
0.6759999999999999,375280,0.893,house,-5.186,127.99
0.743,289133,0.7659999999999999,house,-6.375,127.96
0.799,184573,0.7829999999999999,house,-3.8960000000000004,127.041
0.602,214707,0.8,house,-3.029,128.951
0.584,157467,0.828,house,-8.775,127.993
0.585,247693,0.8140000000000001,house,-4.335,127.98899999999999
0.637,286347,0.736,house,-6.002999999999999,130.015
0.7859999999999999,280070,0.696,house,-5.796,121.97399999999999
0.55,241994,0.835,house,-4.445,128.02200000000002
0.8340000000000001,389508,0.48100000000000004,house,-9.511000000000001,121.999
0.389,245187,0.706,house,-6.849,179.91099999999997
0.574,179538,0.9540000000000001,house,-5.046,129.987
0.509,185703,0.9079999999999999,house,-5.267,130.012
0.5920000000000001,238160,0.741,house,-4.916,127.771
0.847,335630,0.627,house,-5.256,128.001
0.799,406000,0.648,house,-6.252999999999999,128.002
0.732,361116,0.965,house,-1.405,128.001
0.603,223200,0.9740000000000001,house,-1.4409999999999998,125.022
0.429,261517,0.948,house,-3.657,115.785
0.639,250347,0.893,house,-3.4619999999999997,140.188
0.718,300000,0.983,house,-3.753,127.977
0.818,262000,0.595,house,-7.644,119.99
0.503,237640,0.6509999999999999,house,-7.9879999999999995,126.935
0.713,284130,0.971,house,-1.264,128.064
0.645,375400,0.568,house,-6.765,125.02
0.5820000000000001,281773,0.902,house,-5.098,127.985
0.831,399067,0.728,house,-4.927,129.991
0.578,320173,0.893,house,-3.615,126.01799999999999
0.604,216441,0.9309999999999999,house,-5.447,128.003
0.6970000000000001,352508,0.895,house,-6.074,128.009
0.639,176681,0.737,house,-6.444,127.96799999999999
0.67,213861,0.9329999999999999,house,-4.482,101.015
0.725,495375,0.649,house,-11.269,126.01799999999999
0.7070000000000001,210240,0.845,house,-2.351,128.013
0.6859999999999999,217000,0.9640000000000001,house,-2.6919999999999997,127.941
0.818,213733,0.799,house,-4.1,100.014
0.726,339960,0.6990000000000001,house,-5.4639999999999995,124.985
0.6859999999999999,180062,0.892,house,-4.162,128.039
0.40299999999999997,381280,0.718,house,-7.231,125.01700000000001
0.65,186360,0.9229999999999999,house,-3.6660000000000004,128.079
0.72,393750,0.77,house,-4.069,127.99600000000001
0.7509999999999999,290625,0.782,house,-6.853,128.004
0.792,316885,0.652,house,-5.4239999999999995,128.0
0.504,222956,0.857,house,-2.5660000000000003,130.0
0.66,197562,0.747,house,-6.6370000000000005,121.963
0.542,265480,0.8540000000000001,house,-5.041,128.041
0.645,352253,0.8370000000000001,house,-6.148,125.976
0.852,153750,0.919,house,-4.295,127.947
0.6409999999999999,370531,0.9059999999999999,house,-5.138999999999999,126.98899999999999
0.413,334300,0.953,house,-3.609,136.341
0.527,268667,0.855,house,-3.2319999999999998,139.95
0.8059999999999999,420000,0.502,house,-11.130999999999998,116.00399999999999
0.706,202347,0.89,house,-6.575,130.05100000000002
0.706,223413,0.912,house,-4.44,128.004
0.461,431413,0.785,house,-9.707,191.515
0.6759999999999999,372000,0.847,house,-7.78,127.991
0.636,180400,0.802,house,-2.168,139.815
0.605,361919,0.965,house,-3.8819999999999997,128.016
0.7509999999999999,450247,0.9420000000000001,house,-4.6930000000000005,128.013
0.84,375456,0.938,house,-5.829,128.00799999999998
0.6629999999999999,449360,0.6809999999999999,house,-5.895,126.979
0.45399999999999996,217586,0.861,house,-4.995,128.001
0.669,231653,0.875,house,-4.655,125.98299999999999
0.7340000000000001,427400,0.746,house,-7.032,128.004
0.778,214467,0.8909999999999999,house,-5.004,128.039
0.855,394419,0.922,house,-2.472,129.011
0.615,193140,0.919,house,-4.999,127.991
0.69,351573,0.489,house,-7.938,114.008
0.584,315253,0.552,house,-7.9670000000000005,128.025
0.7879999999999999,297986,0.8740000000000001,house,-3.3360000000000003,126.988
0.537,385720,0.872,house,-4.209,130.037
0.564,277507,0.8440000000000001,house,-6.447,127.986
0.607,350800,0.904,house,-4.938,124.949
0.643,368400,0.846,house,-2.97,129.96
0.764,241307,0.62,house,-5.757000000000001,129.989
0.652,373135,0.805,house,-7.4639999999999995,127.992
0.746,335630,0.698,house,-6.962000000000001,127.977
0.73,411440,0.725,house,-7.308,126.014
0.649,352969,0.7879999999999999,house,-3.4989999999999997,128.018
0.528,233693,0.81,house,-2.174,124.995
0.7809999999999999,235613,0.526,house,-6.985,189.984
0.6609999999999999,270000,0.887,house,-3.9960000000000004,127.992
0.807,347495,0.809,house,-3.803,128.002
0.652,211875,0.99,house,-1.8869999999999998,127.97
0.48,214267,0.841,house,-2.267,126.113
0.5429999999999999,292227,0.8809999999999999,house,-5.237,129.99
0.6609999999999999,298125,0.885,house,-4.213,127.936
0.5329999999999999,343123,0.812,house,-4.544,128.025
0.523,243354,0.9440000000000001,house,-3.5810000000000004,139.997
0.741,361941,0.838,house,-5.181,127.98
0.799,227833,0.586,house,-6.735,120.97
0.765,230907,0.68,house,-6.306,129.998
0.799,225443,0.6459999999999999,house,-5.96,127.928
0.713,287760,0.701,house,-5.111000000000001,127.965
0.7929999999999999,363325,0.89,house,-3.9410000000000003,127.02
0.716,420013,0.521,house,-8.19,128.01
0.665,197160,0.659,house,-7.194,128.083
0.8170000000000001,222214,0.585,house,-9.625,128.002
0.596,234360,0.9520000000000001,house,-4.364,127.945
0.489,187480,0.745,house,-2.175,128.0
0.507,243960,0.7290000000000001,house,-5.399,105.01299999999999
0.444,239680,0.9490000000000001,house,-4.815,128.159
0.581,189375,0.877,house,-3.595,127.95200000000001
0.635,365990,0.795,house,-4.816,128.006
0.747,210627,0.716,house,-2.457,125.008
0.7879999999999999,232000,0.898,house,-5.492000000000001,127.962
0.785,325053,0.531,house,-8.737,127.98200000000001
0.693,223800,0.8220000000000001,house,-5.441,126.035
0.703,346930,0.684,house,-6.532,126.027
0.7290000000000001,269067,0.9690000000000001,house,-3.327,127.994
0.75,377953,0.7290000000000001,house,-6.06,126.99700000000001
0.499,206480,0.843,house,-2.224,127.932
0.544,292587,0.728,house,-5.358,174.983
0.905,157987,0.7829999999999999,house,-5.056,125.01899999999999
0.59,360960,0.8,house,-5.044,127.994
0.6779999999999999,386250,0.669,house,-5.433,128.006
0.8959999999999999,335587,0.73,house,-6.361000000000001,128.024
0.7979999999999999,426560,0.7440000000000001,house,-7.765,127.0
0.648,385360,0.9,house,-3.201,128.011
0.5870000000000001,469960,0.9129999999999999,house,-6.916,129.999
0.8009999999999999,166933,0.985,house,-2.69,127.99
0.64,301122,0.903,house,-3.0410000000000004,128.079
0.698,189732,0.8540000000000001,house,-3.428,127.95700000000001
0.6679999999999999,175707,0.965,house,-6.95,129.985
0.5670000000000001,225840,0.7959999999999999,house,-3.534,127.98299999999999
0.578,198627,0.754,house,-4.636,127.96700000000001
0.802,457500,0.591,house,-4.873,128.002
0.7040000000000001,377153,0.9620000000000001,house,-3.095,127.99700000000001
0.5579999999999999,174013,0.9570000000000001,house,-5.388999999999999,127.999
0.7,481119,0.888,house,-6.374,126.963
0.782,413457,0.7,house,-6.397,127.98700000000001
0.7879999999999999,340306,0.5820000000000001,house,-7.415,128.037
0.579,184827,0.8690000000000001,house,-6.532,127.415
0.5820000000000001,190160,0.8170000000000001,house,-3.845,127.926
0.496,354395,0.7859999999999999,house,-6.438,127.999
0.7609999999999999,405468,0.634,house,-3.978,126.005
0.583,187573,0.965,house,-4.609,127.99
0.813,547493,0.513,house,-8.047,128.004
0.532,180000,0.725,house,-7.97,127.959
0.66,191627,0.9690000000000001,house,-3.63,127.98899999999999
0.6970000000000001,168122,0.9470000000000001,house,-4.156000000000001,128.002
0.382,376019,0.8270000000000001,house,-5.632000000000001,128.023
0.706,308000,0.975,house,-0.6709999999999999,128.031
0.518,214067,0.7829999999999999,house,-4.88,125.985
0.342,356373,0.8340000000000001,house,-5.4270000000000005,127.944
0.565,256613,0.711,house,-4.178999999999999,126.01
0.8690000000000001,330000,0.7559999999999999,house,-2.951,127.976
0.41600000000000004,227933,0.807,house,-5.372000000000001,127.78399999999999
0.685,161227,0.474,house,-9.105,159.982
0.5720000000000001,313125,0.91,house,-3.7439999999999998,128.0
0.525,163720,0.799,house,-7.721,128.0
